video_id,keyword,text,sentiment,topic,topic_label
F37MHn7fMyE,신혼부부 광파오븐,"📌영상 타임라인
0:00 인트로
1:00 혼수가전 구매 리스트 & 총금액
3:04 LG전자로 통일한 이유
5:44 설치&배송 만족도
7:52 1년 실사용 장단점
22:09 마무리

🧾 구매한 가전 리스트
LG 컨버터블 냉장고·냉동고
https://www.lge.co.kr/convertible-ref...

LG 트롬 FX25WJNS (세탁기) RD20WJNS (건조기)
https://www.lge.co.kr/wash-tower/w20wan

LG 트롬 스타일러 (고압 스티머/제습 기능)
https://link.coupang.com/a/cFyTV9

LG전자 디오스 오브제컬렉션 빌트인 식기세척기 14인용
https://link.coupang.com/a/cFyUqa

LG 휘센 에어컨
https://www.lge.co.kr/air-conditioner...

LG전자 디오스 오브제컬렉션 광파 오븐 방문설치
https://link.coupang.com/a/cFyRfi

샤크 에보 파워 시스템 무선 청소기 ADV CS601
https://link.coupang.com/a/cFyQtM

린클 그래비티 음식물 처리기 제로 베이지
https://link.coupang.com/a/cFyQPG

*24년형 제품 중 검색되지 않는 제품은 25년형으로 대체해서 넣어두었습니다
(쿠팡 링크 구매를 통해 발생하는 소정의 수수료는 채널 운영에 활용됩니다 🙇🏻‍♀)

영상 속 내용이나 관련해서 추가로 궁금하신 점 있으시면 댓글로 남겨주세요! 빠르게 답글로 알려드리겠습니다 😃",중립,5,광파오븐·에프 비교/청소
F37MHn7fMyE,신혼부부 광파오븐,혹시 냉장고 옆 세탁실 가리개?? 저거 어디서 구매하셨는지 알 수 있을까요? 저희집이랑 구조가 똑같아서요!,중립,3,신혼살림/소형가전취향
F37MHn7fMyE,신혼부부 광파오븐,"부지런하신분 같네요..ㅎㅎ

그리고 매니저님이 영업능력이 좋으시다..😂 딱 듣고싶은 이야기를 해주시는거같은...!


자동세제투입, 무선청소기 먼지비움 스테이션 이런거 진짜 편한데...

린클은 저는 마라탕버려도 괜찮은데.. 과일채소 많이드시는분하고는 안맞나보네요..😢",중립,3,신혼살림/소형가전취향
F37MHn7fMyE,신혼부부 광파오븐,똑띡이 부부시네용~,중립,3,신혼살림/소형가전취향
F37MHn7fMyE,신혼부부 광파오븐,"혼수가전같은경우  직접가서사는거랑 쿠팡같은데서 사는거랑 어디가 더나을까요?
결혼준비예정인데   혼수가전은 세트로하면 할인이된다고하던데...",중립,2,혼수가전 구매/이사준비
F37MHn7fMyE,신혼부부 광파오븐,"야무지세요 진짜🥹 리뷰 도움 많이 됐습니다.
저희도 2인 가구에 자녀 계획 없어서 비슷한 사이즈 냉장고로 구매할 예정이었거든요. 말려주셔서 감사해요.
혹시 냉장고 용량이 몇인지, 또 다시 사신다면 몇리터를 사고 싶은지 알 수 있을까요?",긍정,3,신혼살림/소형가전취향
F37MHn7fMyE,신혼부부 광파오븐,잘 봤습니당😆 냉장고.. 큰거.. 메모..,중립,3,신혼살림/소형가전취향
F37MHn7fMyE,신혼부부 광파오븐,"김냉 약 150
세탁기 약 300 
식세기 약 200 
썻는데 음 ... 세탁기 자동투입이 전부 안돼는거였내 ?? 야발 ;;",중립,3,신혼살림/소형가전취향
F37MHn7fMyE,신혼부부 광파오븐,"정리를 잘해주셨네요 LG전자 베스트샵 판매 대명장입니다. 자려고하던중 우연히 알고리즘에떠서 보고 글남깁니다.

제가 혼수상담할때 말씀드리는 그부분 딱 집어주셨네요.

냉장고 특히 컨버터블의 장점은 디자인 하나고 그외 모든게 단점입니다. 공간도 공간이지만 설치할때 따로 시공도 필요한경우가 대부분이고 가장큰문제는 용량을 떠나 냉각방식이 직냉입니다.

나중에 벽면에…얼음이 ㅎㅎ 국내생산도 아니고 보통 용량이 1개에 300L급인데 4도어 일반 모델이 870L정도로 난꼭 컨버트블을 사야겠어 하면 냉장 냉동 김치 다사야 좀더 큰거죠. 

또 문제는 다품목할인 제외품목이라는 점이죠. 할인율이 점프하는 구간대에 맞았다면 상관없지만 애매하게 모자랄때는
할인율차이가 크거든요

난꼭 튀어나오는게 싫다? 그러면 세미빌트인 냉장고(600L정도) 가시고 분명 추후에 부족하실때 김치냉장고를 추가 구매하시면 됩니다.

요즘 김냉은 다용도냉장고로 냉동/육류/야채/과일 전용모드가 있을정도로 다목적이고 술장고로쓰기도 좋습니다. 일반냉장고 대비 정온유지 기능이 월등해서 가격은 비싸지만 그만큼 문열고닫을때의 온도차로 재료변질도 적죠.

추가적으로 세탁건조의 경우 맞는말씀이지만 곧 출시예정인 워시타워 말고 워시콤보(세탁+건조 일체형) 이 대폭 업그레이드가 되니 해당모델+미니워시 조합을 추천드려요 저도 애기가 생기다 보니 생각보다 소량빨래할때 필요하더라구요.

마지막으로 식세기는 꼭 열풍건조 있는 모델을 사셔야합니다. 다른건 그렇다쳐도 열풍있고없고의 차이는 큽니다.

매장의 경우 일반 오픈매장보다는 리뉴얼, 신규오픈매장이 보통 본사(담당) 지원으로 사은품이 하나라도 더 나오니 추천드리고 굳이 오픈점이 아니더라도 왠만하면 직영매장에서 사은품은 다 맞춰줍니다(지점장님 승인 받아서…지점판촉비 녹아내리죠)

할인된 결제가 기준 300/600/1200/1500/2000순으로 금액구간대 할인추가, 큰 판촉은 월단위로 바뀌고 세부 판촉은 주단위 변경이고 품목은 3.6.9 기억하시면 좋습니다 보통 그 개수에서 점프합니다만 모든제품이 적용은 아닙니다(ex. 전자렌지, 밥솥 제외 처럼)

주말판촉의 경우 금~월요일 적용이니 평일보다는  해당일 방문이 좋습니다. 

더말씀드리고 싶은부분이 많지만 이만 마치겠습니다.",부정,2,혼수가전 구매/이사준비
F37MHn7fMyE,신혼부부 광파오븐,14:03 그럼 판매했는데 저거하시지 그러셨어요 할까유 ㅋㅋ 립서비스죠,중립,2,혼수가전 구매/이사준비
F37MHn7fMyE,신혼부부 광파오븐,린클이 저 정도 되려면... 음식물을 하루 권장량 이상 넣으신듯합니다.. 기름진것도 다 때려넣으신것같고..,중립,1,음식물처리기/주방냄새
F37MHn7fMyE,신혼부부 광파오븐,"1. Lg를 사면서 가성비를 생각한다면 삼성을 가야함
2. 세제 자동투입이 없는건 세탁기가 아님 차원이 다름
3. 엘지삼성 청소기를 사는 이유는 바닥닦이 기능까지 같이 있어서임.(로청으로 닦아도 안되는 부분까지 잘닦임)
4. 린클은 사용법을 잘 알면 최고(as도 겁나 잘해줌) 
5. 백화점이 더 싸고 조건이 더 심플하며 내부재질이 더 좋은 경우가 다수. 상조, 렌탈할부 등 강요. X 
6. 34평 이상의 집에서는 의류관리기와 건조기의 제습기 무쓸모. 기능도 많이 좋지 않을뿐더러 큰집에 효율이 안좋음. 그냥 제습기 들이는 게 좋음.
7. 가장 중요한게 아기가 생기면 1분이라도 내 시간을 줄여주는 아이템이 중요함. 몇십을 더 주더라도 옵션있는 가전 할걸 하는 생각 할듯...",긍정,3,신혼살림/소형가전취향
F37MHn7fMyE,신혼부부 광파오븐,저 세탁기 모델명 좀 알려주세요!,중립,2,혼수가전 구매/이사준비
F37MHn7fMyE,신혼부부 광파오븐,워시타워 자동세제 수출기능인데 진짜 편해요 이것때문에 일부러 프리미엄 모델 샀어요. 세제랑 유연제 그냥 한번 넣어두고 알아서 해주니까 좋아요 매번 얼마 넣지 번거롭지 않아서 좋아요. 그리고 코드 청소기 엘지꺼 좋아요 청소기야 말로 저는 제일 자주쓰는 도구이기 때문에 좋은거 사야 한다 생각했고 샤크 모델과 다르게 먼지통 비우기가 자동으로 있고 스팀 물걸레질도 같이 할 수 있어서 좋습니다. 요 두개는 저랑 다른 의견이라 남겨봅니다~~~,중립,5,광파오븐·에프 비교/청소
F37MHn7fMyE,신혼부부 광파오븐,음식물쓰레기는 제때 밖에 있는 음식물쓰레기통에 버리는게 제일 좋다고 생각합니다..!,중립,1,음식물처리기/주방냄새
F37MHn7fMyE,신혼부부 광파오븐,그냥 인터넷 최저가 검색해서  맘에 드는 년식 모델 사는게 가장 저렴 합니다,긍정,2,혼수가전 구매/이사준비
F37MHn7fMyE,신혼부부 광파오븐,불닭도 소화하는 린클인데 뭘 얼마나 때려박은 거임,중립,3,신혼살림/소형가전취향
F37MHn7fMyE,신혼부부 광파오븐,"Lg냉장고 4도어 아이스크래프트기능 있는거 절대사지마세요 
고장많아요 곰팡이냄새 이슈도있고
아이스크래프트 고장 유튭에 검색해보시고 구매결정하세요
예전 LG아니에요 
저의 착각이었습니다",부정,2,혼수가전 구매/이사준비
F37MHn7fMyE,신혼부부 광파오븐,"린클 2년 넘게 엄청 잘 사용중입니다. 밖에서 음식 먹는일이 많아서 린클을 거의 한달 가까이 굶겨도 봤고, 2년 넘게 쓰면서 아직 필터 한번도 안 갈아봤어요(제조사 필터 권장주기가 냄새나면 갈아주라고 하는데 냄새가 안 남) 저는 설거지할때 씽크대 계수대에 음쓰를 다 버리고 설거지 하면서 음식물 양념같은건 자연스레 씻기도록 둡니다. 그리고 설거지 마지막에 린클에 계수구멍 비우면서 마무리를 하고 있어요. 맵고 짠거 저도 물론 먹지만 설거지물에 씻겨나가서 그런지 미생물 나빠져본적도 없네요.",부정,4,집밥 레시피/요리재료
F37MHn7fMyE,신혼부부 광파오븐,전 컨버터블 잘 쓰고 있어요 깊지 않아서 안쪽까지 잘 보이고 냉동이 커서 좋더라구요 젤 중요한 톡튀하는 뚱땡이 냉장고도 아니구요,중립,3,신혼살림/소형가전취향
F37MHn7fMyE,신혼부부 광파오븐,화면에 머리카락 붙은줄알고 닦았네요ㅋㅋ,중립,4,집밥 레시피/요리재료
F37MHn7fMyE,신혼부부 광파오븐,"닷컴용은 매장서 안팔기도하고.. 원하는 기능이 들어간 제품을 사려고하니 묶음할인이라해도 엘지닷컴이 더쌈
베스트샵 세군데 견적받아봤는데 느낀게 그럼.. 제품수만 맞추려면 오프라인도ㅈ괜찮을지언정 제품마다 내가 원하는옵션 있는 제품 찾으면 오프라인은 아무리 혜택 때려넣어줘도 닷컴은 못이김",중립,2,혼수가전 구매/이사준비
F37MHn7fMyE,신혼부부 광파오븐,잘 몰라서 그러는데 5개월 카드 할부로 결제한거면 부부가 같이 혼수를 장만한건가요??,중립,2,혼수가전 구매/이사준비
F37MHn7fMyE,신혼부부 광파오븐,"제일
비싼 품목이 에어컨이랑 티비인데
에어컨은? 어떻게 하셔ㅛ어요?",중립,2,혼수가전 구매/이사준비
F37MHn7fMyE,신혼부부 광파오븐,lg는 세탁가전같은경우 스팀들어가면 엄청 비싸짐. 삼성제품은 자동세제투입기본이고 도어오토오픈기능있어서 좋음. 그냥 엘지 좋아해서 엘지 샀다규 하셔요,중립,5,광파오븐·에프 비교/청소
F37MHn7fMyE,신혼부부 광파오븐,저희도 2인가구고 지금 6년이상 린클 써왔는데 미생물 죽은적 한번도 없는데....필터도 6개월에서 1년주기로 갈아주라고 하지만 저는 냄새도 별로 안나고 해서 여태 한번인가밖에 안갈아줘도 냄새 별로 안나고 좋더라구요. 오히려 분쇄형식이 냄새도 더 나고 필터를 더 자주 갈아줘야 한다던데....린클 저는 너무 잘쓰고있어서 강추템인데 안타까워요. 왜 그렇지?,부정,4,집밥 레시피/요리재료
F37MHn7fMyE,신혼부부 광파오븐,시용하는 가성비 세탁기 건조기 정보좀요ㅠㅠ,중립,3,신혼살림/소형가전취향
F37MHn7fMyE,신혼부부 광파오븐,린클 뭔가 잘못 사용하신듯. 저는 두개 제품을 몇년 썼는데 어주 만조괍니다,중립,6,간단집밥/반찬레시피
F37MHn7fMyE,신혼부부 광파오븐,저도 린클 사고 후회중입니다 ㅠㅠ,부정,5,광파오븐·에프 비교/청소
F37MHn7fMyE,신혼부부 광파오븐,결국엔 다 지자랑인거같은데..그리고 린클 잘만 쓰는데 ..무슨..린클에 음식물 넣지 말라는것도 막 넣어도 잘만 된다..; 얼마나 관리를 못하면; 단점을 얘기 거의 안하고 자기가 선택한게 다 잘한거마냥 영상 올려놨누 시간아깝네,부정,5,광파오븐·에프 비교/청소
F37MHn7fMyE,신혼부부 광파오븐,"베스트샵에서 견적받고 할인받았다고 자기위안하는거 겁나웃김 ㅋㅋ
애초에 가격 비싸게 올려놓고 후려치는건데 ㅋㅋㅋ
이런걸 컨텐츠라고… 여러분들은 온라인으로 할인받고 필요한것만 합리적으로 사세요. 
이 영상은 가성비고 뭐고 욕심 그득하게 살거 다 사고 , 돈 낼거 다낸거임",중립,2,혼수가전 구매/이사준비
9S3M7Vi0tqo,신혼부부 광파오븐,무료로 보는게 미안해질정도의 퀄리티.. 감사하다!,중립,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,재품 보다 비교 분석이 더 놀랍다,중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,아직 살 생각이 없는 데도 이 영상을 보고 있는 나....이런 실험은 왠지 해당 회사들에서도 안해서 이 영상 참고할 듯 ㅋㅋ,중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,큐커사려다가 삼성직화오븐으로 마음이 기울던 참이었는데 영상이 너무 도움이 됐어요!식세기세제리뷰 보다가 이 영상까지 보게 됐는데 이런 고퀄리티의 수고로운 영상 위주의 채널이네요~! 구독합니다🙂,긍정,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,"와~~박수드립니다~👍👍👍
리서치 수준이 최고입니다~♡♡",긍정,1,음식물처리기/주방냄새
9S3M7Vi0tqo,신혼부부 광파오븐,우와~~ 정말 깔끔하고  결정 내리기 쉽도록 모든 제품의 성능과 사용성과 빈도와 불편성과 세척까지~~~ 너무 자세하게 설명해주셔서 보기 편하도록 깔끔하게 알려주셔서  감사합니다~  많은 도움 되었습니다~^^,긍정,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,"진심 대단하십니다.
이렇게 많은 수고와 노력이 들어간 찐 제품리뷰에 감사드립니다",긍정,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,퀄리티가...논문으로 쓰셔도 될 정도네요ㄷㄷ,중립,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,"자취생인데 영상에 sk멀티플렉스 잘 쓰고있습니다. 자취생에겐 가성비 최고.
냉동밥 데우기. 핫도그나 미니붕어빵 데워먹기도 좋고, 스테이크도 잘 구워서 먹어요. 크로와상도 해보려고 사뒀는데 아직 못해봤네요. 영상처럼 잘 나오기를 ㅋㅋㅋ",긍정,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,와 너무 전문적이게 잘 비교 해주셨네요,중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,엄청 전문적인 리뷰 감사합니다!,중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,sk매직 제품 1년넘게 쓰고있는데 특별히 문제는 없이 만족하고 쓰고있지만  외부 발열이 심하긴 합니다. 그래서 에프모드 돌릴때는 혹시 불안해서 다른 전자제품이랑 떨어뜨려야 하는 번거로움이 있습니다.,부정,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,영상제작 고생많으셨습니다!! 덕분에 구매에 큰도움 됬어요^^,긍정,2,혼수가전 구매/이사준비
9S3M7Vi0tqo,신혼부부 광파오븐,우와 광파오븐 알아보는 중인데 자세히 비교해주셔서 도움 많이 되었습니다. 감사합니다 ^^,긍정,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,완전 도움됐어요 고퀄리티 자료 너무 감사드립니다!!!,긍정,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,와 진짜 정성이 정성이.. 대단하신 거 같아요 정말 너무 감사합니다 ㅅ구독!!!,중립,1,음식물처리기/주방냄새
9S3M7Vi0tqo,신혼부부 광파오븐,6:56 정말 궁금했던 부분이었는데 너무 잘 비교해 주셨네요. 도움 많이 받고 갑니다.,긍정,2,혼수가전 구매/이사준비
9S3M7Vi0tqo,신혼부부 광파오븐,이거보고 저 삼성 직화오븐 주문했는뎅 제발 맘에 들었으면 좋겠어요 ㅋㅋ,중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,감사합니다. 큰 삼성큐커 직화오븐 주문하려고하는데 큰 도움 받았습니다~!,긍정,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,고민을 한방에 날리네요..고민해결 감사합니다..최고의 리뷰입니다.,부정,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,"삼성직화오븐 쓰고 있는데요, 사용자가 가장 자주 쓰는 메뉴가 맨 앞으로 오게 되어 있어서, 하루만 지나면 전자레인지가 제일 앞으로 와요. 세탁기 건조기 모두 제일 자주 쓰는 메뉴가 맨 앞으로 오게 되어 있어요.",중립,6,간단집밥/반찬레시피
9S3M7Vi0tqo,신혼부부 광파오븐,감사합니다. 고민이 많았는데 결정하는데 큰 도움이 되었습니다,중립,2,혼수가전 구매/이사준비
9S3M7Vi0tqo,신혼부부 광파오븐,안그래도 요즘 눈에 많이들어와서 관심갔는데!! 잘 봤습니다~,중립,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,광파오븐이 도대체 레인지 기능이 동시에 되는지 한참을 찾았는데... 여기서 확실하게 알고 가네요... 감사합니다.,중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,정리 미쳤다 도움받고갑니다❤,긍정,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,"와 광고가 아닌 제대로 된 리뷰네요. 바로 구독, 좋아요 눌렀습니다!",중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,오브제 사용중인데 자동메뉴가 여러가지 설정되어있는것도 장점인거같아요 음식재료넣고 몇분설정해야하나 고민할필요가없어요 예를들면 냉동피자면 냉동피자를 다이얼로 선택하면자동으로 조리시간을 알아서 맞춰주는데 거의 정확하게 맞더라구요,부정,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,와... 고민중이었는데 바로 해결.. 저는 베이킹을 하고싶었던거라 삼성 직화오븐이나 sk매직 가면 되겠네요 ㄷㄷ,부정,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,헉 감사합니다! 덕분에 비교가 잘 되었어요!! 엄마께도 보여드려서 사려구용 오브제가 제일 좋아보이긴 하네요...!,중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,"감사합니다
LG오브제 쓰는데 대만족입니다
비교분석해주셔서 감사합니다",긍정,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,전문포스가 느껴지는 퀄러티입니다😊,중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,대박 리뷰!!,중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,퀄리티높은 영상이네요 도움 많이 되었습니다 감사합니다,긍정,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,이렇게 자세하게 설명해주셔서 감사합니다 대학과제 트리플에스작같네요,중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,"감탄이 절로 나는 정보, 감사합니다. 구독이 절로 눌러집니다",중립,1,음식물처리기/주방냄새
9S3M7Vi0tqo,신혼부부 광파오븐,"삼성 비스포크 직화오븐 사용중인데 진짜 너무 맘에들고, 만족스럽습니다. 게다가 요리 끝난후 냉각상태로 적당히 식혀주기 때문에 너무 두꺼운 장갑 말고 행주로 그릇 잡아도 그릇이 엄청 뜨겁지 않아요. 음식은 뜨겁지만요.",중립,1,음식물처리기/주방냄새
9S3M7Vi0tqo,신혼부부 광파오븐,와 ㅇ영상 퀄리티 미쳣네요,중립,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,SK매직거 사용중인데 저렴한 가격+낮은 전력소모량으로 매우 만족합니다. 전자렌지 위주로 사용하다 가끔 냉동피자나 냉동생지로 베이킹 하는 용도로는 아주 좋은 것 같습니다. 다만 전력소모량이 낮은 만큼 실제 시간이 좀 더 걸리기 때문에 몇 번의 시행착오를 통해 적절한 시간을 찾는 게 중요합니다. 참고로 냉동피자의 경우 자동조리기능+낮은 석쇠 사용하면 어지간한 냉동피자는 문제없이 구워지고 두꺼운 냉동피자는 해동을 많이 하면 역시 문제가 없습니다. 에어프라이어 기능은 상대적으로 좀 떨어지더군요.,부정,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,삼성 비스포크 직화오븐 사용중인데 너무 만족스러워요! 특히 탈취기능이…! 냄새 잡아줘서 너무 좋아요!ㅋㅋ,부정,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,리뷰 감사합니다~ 삼성큐커랑 삼성직화오픈이랑 진짜 고민된다..,부정,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,완전도움되서 구매하러갑니다,긍정,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,이전에는 있던 찜기능 때문에 이번 삼성오븐 어쩌지 하고 있었는데 그냥 사도 되겠네요^^,중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,"사장님 혹시 천재십니까
너무 잘 보고 갑니다. 아무생각없이 왓다가 감동받고 갑니다",긍정,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,"디자인때문에 큐커사려다가 SK매직이 가격대비 보급형으로 괜찮아 보여서 고민하던 중이었는데, 영상보니 또 오브제를 사야하나...ㅋㅋㅋ아무튼 세심한 비교 감사합니다.",부정,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,"오븐 바꿀때가 되어 고민이 되었는데
다양한 제품 상세한 정보로 도움 주셔서  감사합니다.🙏",중립,5,광파오븐·에프 비교/청소
9S3M7Vi0tqo,신혼부부 광파오븐,와우… 이렇게 체계적이고 정성스러운 리뷰는 첨보네요. 도움이 많이 되었어요 감사합니다~!!,긍정,3,신혼살림/소형가전취향
9S3M7Vi0tqo,신혼부부 광파오븐,오브제 사용중인데 구매할때 다른것보다 청소 중심으로 여러제품과비교해봤어용 ㅎㅎㅎ역시 오브제가 최고에요 오겹구이해먹어도 멀티클린기능에서 골라서 청소해서 넘져아여😊,긍정,5,광파오븐·에프 비교/청소
